District ID,District Name,School Year,ELL Status,Total Enrollment ,Students Tested ,Percent Tested ,Percent Absent ,Percent Other ,Below Basic ,Basic ,Proficient ,Goal ,Advanced ,Average Scale Score ,Percent at or Above Goal ,Percent at or Above Proficient 
77,Manchester School District,2010-11,No,460,419,91.1,0.7,8.3,6.2,7.6,20,34.1,32,262.1,66.1,86.2
77,Manchester School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
78,Mansfield School District,2010-11,No,132,129,97.7,0,2.3,2.3,4.7,8.5,32.6,51.9,285.9,84.5,93
78,Mansfield School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
79,Marlborough School District,2010-11,No,92,90,97.8,0,2.2,0,1.1,20,26.7,52.2,283.1,78.9,98.9
79,Marlborough School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
80,Meriden School District,2010-11,No,582,551,94.7,0.9,4.5,8.5,11.4,27.2,33.8,19.1,246.5,52.8,80
80,Meriden School District,2010-11,Yes,100,81,81,1,18,33.3,22.2,24.7,16,3.7,206.9,19.8,44.4
83,Middletown School District,2010-11,No,397,390,98.2,0,1.8,7.7,8.7,21.5,33.1,29,258.8,62.1,83.6
83,Middletown School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
84,Milford School District,2010-11,No,486,473,97.3,0.4,2.3,2.5,3.6,20.1,42.5,31.3,265.9,73.8,93.9
84,Milford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
85,Monroe School District,2010-11,No,230,222,96.5,0,3.5,0.9,1.4,9.9,34.7,53.2,290.5,87.8,97.7
85,Monroe School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
86,Montville School District,2010-11,No,181,172,95,0,5,5.2,8.1,22.1,30.2,34.3,261.3,64.5,86.6
86,Montville School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
88,Naugatuck School District,2010-11,No,299,294,98.3,0,1.7,13.3,10.2,24.8,28.6,23.1,245.8,51.7,76.5
88,Naugatuck School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
280,"New Beginnings Inc., Family Academy District",2010-11,No,42,39,92.9,0,7.1,10.3,15.4,35.9,35.9,2.6,227.6,38.5,74.4
89,New Britain School District,2010-11,No,647,579,89.5,0.6,9.9,26.8,16.6,28,22.3,6.4,217.2,28.7,56.6
89,New Britain School District,2010-11,Yes,127,98,77.2,0,22.8,69.4,13.3,11.2,5.1,1,173.6,6.1,17.3
90,New Canaan School District,2010-11,No,315,308,97.8,0,2.2,1.3,1,6.8,33.4,57.5,294.1,90.9,97.7
90,New Canaan School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
91,New Fairfield School District,2010-11,No,194,188,96.9,0,3.1,2.7,3.2,17,37.2,39.9,277,77.1,94.1
91,New Fairfield School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
92,New Hartford School District,2010-11,No,87,86,98.9,0,1.1,1.2,2.3,8.1,27.9,60.5,290.4,88.4,96.5
93,New Haven School District,2010-11,No,1204,1116,92.7,0.2,7.1,16.8,14.3,29,24.5,15.4,233.7,39.9,68.9
93,New Haven School District,2010-11,Yes,255,222,87.1,0,12.9,23.9,15.8,28.8,26.6,5,220.5,31.5,60.4
95,New London School District,2010-11,No,194,181,93.3,1,5.7,13.8,18.2,35.9,27.1,5,226.4,32,68
95,New London School District,2010-11,Yes,59,53,89.8,0,10.2,26.4,35.8,26.4,7.5,3.8,206.1,11.3,37.7
96,New Milford School District,2010-11,No,352,337,95.7,0,4.3,4.2,8.9,19.9,38,29.1,262.8,67.1,86.9
96,New Milford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
94,Newington School District,2010-11,No,302,297,98.3,0.3,1.3,3.4,3.4,16.5,35.4,41.4,278.3,76.8,93.3
94,Newington School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
97,Newtown School District,2010-11,No,402,395,98.3,0,1.7,0.8,1.5,9.9,32.7,55.2,293.3,87.8,97.7
98,Norfolk School District,2010-11,No,**,**,**,**,**,**,**,**,**,**,**,**,**
99,North Branford School District,2010-11,No,155,153,98.7,0,1.3,3.3,7.2,26.1,32.7,30.7,263.7,63.4,89.5
99,North Branford School District,2010-11,Yes,**,**,**,**,**,**,**,**,**,**,**,**,**
