Inst,dist,District Name,School,School Name,Grade,Total,% of Non-White,American Indian,Asian American,Black,White,Hispanic,Pacific Islander,Two or More races,,IndianM,IndianF,AsianM,AsianF,BlackM,BlackF,WhiteM,WhiteF,HispM,HispF,PaciM,PaciF,MultiM,MultiF,TotalM,TotalF,,Eligible for Free or Reduced Price Lunch,Special Education,English Language Learner
11,13,Bozrah School District,1,Fields Memorial School,2,30,*,0,*,*,25,*,0,0,,0,0,0,*,*,*,13,12,0,*,0,0,0,0,14,16,,8,*,0
11,13,Bozrah School District,1,Fields Memorial School,3,24,*,0,0,*,19,*,0,0,,0,0,0,0,*,0,8,11,*,0,0,0,0,0,13,11,,*,*,0
11,13,Bozrah School District,1,Fields Memorial School,4,19,*,0,*,*,17,0,0,0,,0,0,*,0,0,*,10,7,0,0,0,0,0,0,11,8,,*,*,0
11,13,Bozrah School District,1,Fields Memorial School,5,22,*,0,0,0,20,*,0,0,,0,0,0,0,0,0,11,9,*,*,0,0,0,0,12,10,,*,*,0
11,13,Bozrah School District,1,Fields Memorial School,6,22,*,0,*,*,19,*,0,0,,0,0,*,0,*,0,*,15,0,*,0,0,0,0,6,16,,*,*,0
11,13,Bozrah School District,1,Fields Memorial School,7,33,8,*,*,0,25,6,0,0,,*,0,*,0,0,0,13,12,*,*,0,0,0,0,17,16,,6,*,0
11,13,Bozrah School District,1,Fields Memorial School,8,26,*,0,0,*,23,*,0,0,,0,0,0,0,0,*,10,13,*,*,0,0,0,0,11,15,,*,*,0
11,14,Branford School District,14,Mary T. Murphy School,-3,28,7,0,*,0,21,0,0,*,,0,0,*,*,0,0,11,10,0,0,0,0,0,*,14,14,,*,*,0
11,14,Branford School District,14,Mary T. Murphy School,0,86,27,*,15,*,59,6,0,*,,0,*,10,*,*,*,27,32,*,*,0,0,*,0,43,43,,23,*,17
11,14,Branford School District,14,Mary T. Murphy School,1,88,23,0,14,*,65,*,0,*,,0,0,11,*,*,0,29,36,*,*,0,0,*,*,47,41,,30,7,7
11,14,Branford School District,14,Mary T. Murphy School,2,74,24,0,12,*,50,8,0,*,,0,0,8,*,*,0,30,20,*,*,0,0,*,*,46,28,,20,*,6
11,14,Branford School District,14,Mary T. Murphy School,3,79,28,0,11,*,51,11,0,*,,0,0,*,7,*,*,28,23,6,*,0,0,*,0,40,39,,35,13,10
11,14,Branford School District,14,Mary T. Murphy School,4,74,32,0,16,6,42,8,0,*,,0,0,7,9,*,*,18,24,*,*,0,0,*,0,36,38,,17,*,6
11,14,Branford School District,15,Mary R. Tisko School,0,65,6,0,*,0,59,*,0,0,,0,0,*,*,0,0,32,27,0,*,0,0,0,0,33,32,,*,*,*
11,14,Branford School District,15,Mary R. Tisko School,1,68,14,0,6,*,54,*,0,*,,0,0,*,*,*,0,26,28,*,*,0,0,*,0,36,32,,13,9,*
11,14,Branford School District,15,Mary R. Tisko School,2,76,8,0,*,*,68,*,0,0,,0,0,*,*,0,*,29,39,*,*,0,0,0,0,33,43,,11,8,*
11,14,Branford School District,15,Mary R. Tisko School,3,87,8,0,*,*,79,*,0,*,,0,0,*,*,*,0,39,40,*,*,0,0,*,0,44,43,,11,14,*
11,14,Branford School District,15,Mary R. Tisko School,4,77,12,0,6,*,65,*,0,0,,0,0,*,*,0,*,35,30,*,*,0,0,0,0,39,38,,11,16,*
11,14,Branford School District,16,John B. Sliney School,-3,16,0,0,0,0,16,0,0,0,,0,0,0,0,0,0,13,*,0,0,0,0,0,0,13,*,,*,0,0
11,14,Branford School District,16,John B. Sliney School,0,73,19,0,*,*,54,10,0,*,,0,0,*,*,*,0,27,27,8,*,0,0,*,*,40,33,,17,*,7
11,14,Branford School District,16,John B. Sliney School,1,65,22,*,*,*,43,9,0,*,,0,*,*,*,*,0,22,21,6,*,0,0,*,0,37,28,,17,*,9
11,14,Branford School District,16,John B. Sliney School,2,71,22,0,*,0,49,19,0,*,,0,0,*,*,0,0,21,28,8,11,0,0,*,0,31,40,,23,9,11
11,14,Branford School District,16,John B. Sliney School,3,70,11,0,6,*,59,*,0,0,,0,0,*,*,*,*,26,33,*,*,0,0,0,0,33,37,,25,9,*
11,14,Branford School District,16,John B. Sliney School,4,76,19,0,*,*,57,13,0,*,,0,0,0,*,*,0,29,28,11,*,0,0,0,*,42,34,,16,10,*
11,14,Branford School District,51,Francis Walsh Intermediate School,5,235,45,0,14,10,190,17,0,*,,0,0,7,7,6,*,89,101,11,6,0,0,*,*,116,119,,57,30,*
11,14,Branford School District,51,Francis Walsh Intermediate School,6,236,48,0,19,8,188,18,0,*,,0,0,10,9,*,6,106,82,10,8,0,0,*,*,129,107,,60,41,*
11,14,Branford School District,51,Francis Walsh Intermediate School,7,241,45,*,14,8,196,16,0,6,,0,*,*,9,7,*,90,106,*,11,0,0,*,*,111,130,,65,40,0
11,14,Branford School District,51,Francis Walsh Intermediate School,8,277,57,0,20,6,220,25,0,6,,0,0,12,8,*,*,121,99,16,9,0,0,*,*,159,118,,68,39,*
11,14,Branford School District,61,Branford High School,9,239,54,*,16,10,185,25,0,*,,*,0,7,9,*,6,90,95,15,10,0,0,*,0,119,120,,57,31,*
11,14,Branford School District,61,Branford High School,10,241,46,0,19,9,195,14,0,*,,0,0,8,11,*,*,94,101,7,7,0,0,*,*,114,127,,44,21,*
11,14,Branford School District,61,Branford High School,11,293,64,0,22,11,229,24,0,7,,0,0,13,9,*,7,111,118,10,14,0,0,*,*,143,150,,50,38,*
11,14,Branford School District,61,Branford High School,12,276,56,*,21,12,220,18,0,*,,0,*,9,12,*,7,96,124,8,10,0,0,*,*,120,156,,54,33,*
11,14,Branford School District,80,Indian Neck School,-3,39,*,0,*,*,34,*,0,*,,0,0,*,0,0,*,20,14,*,0,0,0,0,*,23,16,,0,18,0
11,15,Bridgeport School District,1,Barnum School,-3,36,34,0,0,12,*,22,0,0,,0,0,0,0,10,*,0,*,15,7,0,0,0,0,25,11,,36,21,0
11,15,Bridgeport School District,1,Barnum School,0,95,94,0,0,30,*,64,0,0,,0,0,0,0,18,12,*,0,28,36,0,0,0,0,47,48,,95,18,25
11,15,Bridgeport School District,1,Barnum School,1,77,75,0,*,19,*,55,0,0,,0,0,*,0,12,7,*,0,28,27,0,0,0,0,43,34,,77,8,17
11,15,Bridgeport School District,1,Barnum School,2,77,75,0,0,27,*,47,0,*,,0,0,0,0,10,17,*,*,22,25,0,0,*,0,34,43,,77,7,15
11,15,Bridgeport School District,1,Barnum School,3,72,70,0,0,23,*,47,0,0,,0,0,0,0,14,9,*,*,24,23,0,0,0,0,39,33,,72,10,7
11,15,Bridgeport School District,1,Barnum School,4,57,57,0,0,15,0,42,0,0,,0,0,0,0,9,6,0,0,23,19,0,0,0,0,32,25,,57,12,6
11,15,Bridgeport School District,1,Barnum School,5,66,63,0,0,21,*,42,0,0,,0,0,0,0,7,14,*,*,24,18,0,0,0,0,32,34,,66,16,12
11,15,Bridgeport School District,1,Barnum School,6,42,40,0,0,11,*,29,0,0,,0,0,0,0,9,*,*,0,20,9,0,0,0,0,31,11,,42,10,8
11,15,Bridgeport School District,1,Barnum School,7,45,44,0,0,13,*,31,0,0,,0,0,0,0,*,8,*,0,14,17,0,0,0,0,20,25,,45,*,6
11,15,Bridgeport School District,1,Barnum School,8,58,57,0,*,22,*,34,0,0,,0,0,*,0,12,10,0,*,16,18,0,0,0,0,29,29,,58,7,*
11,15,Bridgeport School District,2,Beardsley School,-3,45,45,*,*,12,0,30,0,0,,0,*,0,*,*,8,0,0,14,16,0,0,0,0,18,27,,45,*,0
11,15,Bridgeport School District,2,Beardsley School,0,45,43,0,*,12,*,30,0,0,,0,0,0,*,8,*,*,*,21,9,0,0,0,0,30,15,,45,*,11
11,15,Bridgeport School District,2,Beardsley School,1,61,56,0,0,26,*,30,0,0,,0,0,0,0,14,12,*,*,13,17,0,0,0,0,31,30,,61,11,8
11,15,Bridgeport School District,2,Beardsley School,2,52,49,0,*,17,*,29,0,0,,0,0,*,*,6,11,0,*,15,14,0,0,0,0,23,29,,52,*,*
11,15,Bridgeport School District,2,Beardsley School,3,49,49,0,0,28,0,21,0,0,,0,0,0,0,13,15,0,0,12,9,0,0,0,0,25,24,,49,6,*
11,15,Bridgeport School District,2,Beardsley School,4,49,47,*,0,17,*,29,0,0,,0,*,0,0,11,6,*,*,20,9,0,0,0,0,32,17,,49,8,6
11,15,Bridgeport School District,2,Beardsley School,5,40,40,*,0,17,0,22,0,0,,0,*,0,0,7,10,0,0,9,13,0,0,0,0,16,24,,40,*,*
11,15,Bridgeport School District,2,Beardsley School,6,36,34,0,0,16,*,18,0,0,,0,0,0,0,*,14,0,*,*,13,0,0,0,0,7,29,,36,*,*
11,15,Bridgeport School District,3,Black Rock School,0,54,40,*,*,10,14,27,0,*,,0,*,*,0,6,*,9,*,17,10,0,0,0,*,33,21,,54,6,18
11,15,Bridgeport School District,3,Black Rock School,1,64,30,0,0,10,34,20,0,0,,0,0,0,0,*,*,18,16,13,7,0,0,0,0,36,28,,64,11,21
11,15,Bridgeport School District,3,Black Rock School,2,51,25,0,*,9,26,15,0,0,,0,0,0,*,*,*,13,13,*,11,0,0,0,0,22,29,,51,*,11
11,15,Bridgeport School District,3,Black Rock School,3,38,32,0,0,16,6,16,0,0,,0,0,0,0,8,8,*,*,11,*,0,0,0,0,24,14,,38,7,*
11,15,Bridgeport School District,3,Black Rock School,4,45,38,0,*,9,7,26,0,0,,0,0,0,*,*,*,*,*,14,12,0,0,0,0,22,23,,45,*,7
11,15,Bridgeport School District,3,Black Rock School,5,51,44,0,*,14,7,29,0,0,,0,0,0,*,9,*,6,*,18,11,0,0,0,0,33,18,,51,10,*
11,15,Bridgeport School District,3,Black Rock School,6,27,24,0,0,8,*,16,0,0,,0,0,0,0,*,*,*,*,8,8,0,0,0,0,14,13,,27,*,*
11,15,Bridgeport School District,3,Black Rock School,7,18,16,0,0,*,*,13,0,0,,0,0,0,0,*,*,*,*,7,6,0,0,0,0,10,8,,18,7,*
11,15,Bridgeport School District,4,Bryant School,-3,52,52,0,*,17,0,32,0,0,,0,0,*,*,9,8,0,0,19,13,0,0,0,0,29,23,,52,11,0
11,15,Bridgeport School District,4,Bryant School,0,50,48,0,7,17,*,22,0,*,,0,0,*,*,7,10,*,0,11,11,0,0,*,0,25,25,,50,*,14
11,15,Bridgeport School District,4,Bryant School,1,62,56,0,*,17,6,35,0,*,,0,0,*,*,13,*,*,*,21,14,0,0,*,0,39,23,,62,*,18
11,15,Bridgeport School District,4,Bryant School,2,59,54,*,*,25,*,25,0,0,,0,*,*,*,15,10,*,*,12,13,0,0,0,0,31,28,,59,*,11
11,15,Bridgeport School District,4,Bryant School,3,65,62,0,*,27,*,30,0,0,,0,0,*,*,15,12,*,*,16,14,0,0,0,0,35,30,,65,*,13
11,15,Bridgeport School District,4,Bryant School,4,53,49,0,*,26,*,21,0,0,,0,0,*,0,11,15,*,*,7,14,0,0,0,0,22,31,,53,*,12
11,15,Bridgeport School District,4,Bryant School,5,43,38,0,*,17,*,19,0,0,,0,0,*,*,10,7,*,*,8,11,0,0,0,0,20,23,,43,7,7
11,15,Bridgeport School District,4,Bryant School,6,29,26,*,*,8,*,15,0,0,,*,0,*,0,*,6,*,0,7,8,0,0,0,0,15,14,,29,*,11
11,15,Bridgeport School District,5,Columbus School,-3,49,49,0,0,15,0,34,0,0,,0,0,0,0,8,7,0,0,19,15,0,0,0,0,27,22,,49,*,0
11,15,Bridgeport School District,5,Columbus School,0,170,167,0,*,64,*,102,0,0,,0,0,*,0,38,26,*,*,62,40,0,0,0,0,102,68,,170,10,31
11,15,Bridgeport School District,5,Columbus School,1,132,125,0,0,45,7,80,0,0,,0,0,0,0,27,18,*,*,42,38,0,0,0,0,74,58,,132,14,39
11,15,Bridgeport School District,5,Columbus School,2,120,116,0,*,42,*,73,0,0,,0,0,*,0,20,22,*,*,42,31,0,0,0,0,65,55,,120,8,25
11,15,Bridgeport School District,5,Columbus School,3,91,87,0,*,33,*,52,*,0,,0,0,*,0,19,14,*,*,28,24,*,0,0,0,50,41,,91,9,24
11,15,Bridgeport School District,5,Columbus School,4,87,81,0,0,25,6,56,0,0,,0,0,0,0,11,14,*,*,28,28,0,0,0,0,41,46,,87,14,20
11,15,Bridgeport School District,5,Columbus School,5,82,78,0,0,32,*,46,0,0,,0,0,0,0,19,13,*,*,19,27,0,0,0,0,41,41,,82,16,16
11,15,Bridgeport School District,5,Columbus School,6,57,53,0,0,16,*,37,0,0,,0,0,0,0,7,9,*,*,21,16,0,0,0,0,31,26,,57,9,22
11,15,Bridgeport School District,5,Columbus School,7,57,53,0,0,21,*,32,0,0,,0,0,0,0,15,6,*,*,15,17,0,0,0,0,31,26,,57,7,15
11,15,Bridgeport School District,5,Columbus School,8,32,30,0,0,10,*,20,0,0,,0,0,0,0,*,6,*,0,9,11,0,0,0,0,15,17,,32,*,6
11,15,Bridgeport School District,7,Edison School,0,43,39,0,*,18,*,20,0,0,,0,0,*,0,8,10,*,*,10,10,0,0,0,0,21,22,,43,*,*
11,15,Bridgeport School District,7,Edison School,1,42,40,0,0,22,*,16,0,*,,0,0,0,0,13,9,*,*,12,*,0,0,*,*,27,15,,42,6,*
11,15,Bridgeport School District,7,Edison School,2,40,37,0,0,20,*,17,0,0,,0,0,0,0,10,10,*,*,9,8,0,0,0,0,20,20,,40,*,0
11,15,Bridgeport School District,7,Edison School,3,30,27,0,*,18,*,6,0,0,,0,0,0,*,7,11,*,*,*,*,0,0,0,0,12,18,,30,*,0
11,15,Bridgeport School District,7,Edison School,4,26,24,0,0,11,*,13,0,0,,0,0,0,0,*,7,*,*,*,8,0,0,0,0,10,16,,26,*,*
11,15,Bridgeport School District,7,Edison School,5,35,32,0,0,22,*,10,0,0,,0,0,0,0,14,8,*,*,6,*,0,0,0,0,21,14,,35,9,*
11,15,Bridgeport School District,7,Edison School,6,28,25,0,0,16,*,9,0,0,,0,0,0,0,7,9,*,*,*,*,0,0,0,0,13,15,,28,*,0
11,15,Bridgeport School District,10,Luis Munoz Marin School,-3,17,15,0,0,*,*,12,0,0,,0,0,0,0,*,*,*,0,*,7,0,0,0,0,8,9,,17,*,0
11,15,Bridgeport School District,10,Luis Munoz Marin School,0,88,88,0,0,27,0,60,*,0,,0,0,0,0,14,13,0,0,31,29,0,*,0,0,45,43,,88,6,21
11,15,Bridgeport School District,10,Luis Munoz Marin School,1,101,98,0,0,20,*,78,0,0,,0,0,0,0,9,11,*,*,46,32,0,0,0,0,57,44,,101,*,26
11,15,Bridgeport School District,10,Luis Munoz Marin School,2,84,81,0,0,15,*,66,0,0,,0,0,0,0,9,6,*,*,35,31,0,0,0,0,45,39,,84,*,24
11,15,Bridgeport School District,10,Luis Munoz Marin School,3,84,80,0,0,19,*,61,0,0,,0,0,0,0,8,11,*,*,37,24,0,0,0,0,46,38,,84,11,25
11,15,Bridgeport School District,10,Luis Munoz Marin School,4,85,82,0,*,20,*,61,0,0,,0,0,*,0,9,11,*,*,35,26,0,0,0,0,46,39,,85,13,23
11,15,Bridgeport School District,10,Luis Munoz Marin School,5,79,77,0,0,21,*,56,0,0,,0,0,0,0,11,10,*,0,31,25,0,0,0,0,44,35,,79,15,21
11,15,Bridgeport School District,10,Luis Munoz Marin School,6,90,87,0,*,30,*,56,0,0,,0,0,0,*,15,15,*,*,30,26,0,0,0,0,47,43,,90,9,31
11,15,Bridgeport School District,10,Luis Munoz Marin School,7,126,121,0,0,43,*,77,0,*,,0,0,0,0,27,16,*,*,40,37,0,0,*,0,69,57,,126,31,37
11,15,Bridgeport School District,10,Luis Munoz Marin School,8,117,117,0,0,36,0,81,0,0,,0,0,0,0,23,13,0,0,34,47,0,0,0,0,57,60,,117,26,28
11,15,Bridgeport School District,11,Hall School,0,43,41,0,0,19,*,21,0,*,,0,0,0,0,7,12,0,*,7,14,0,0,*,0,15,28,,43,*,*
11,15,Bridgeport School District,11,Hall School,1,48,46,0,0,25,*,21,0,0,,0,0,0,0,11,14,*,*,11,10,0,0,0,0,23,25,,48,*,*
11,15,Bridgeport School District,11,Hall School,2,50,49,0,*,28,*,20,0,0,,0,0,*,0,15,13,*,0,8,12,0,0,0,0,25,25,,50,*,0
11,15,Bridgeport School District,11,Hall School,3,50,49,0,*,24,*,23,0,0,,0,0,0,*,14,10,0,*,15,8,0,0,0,0,29,21,,50,*,*
11,15,Bridgeport School District,11,Hall School,4,45,43,*,*,26,*,14,0,0,,*,0,0,*,14,12,*,*,*,11,0,0,0,0,19,26,,45,*,0
11,15,Bridgeport School District,11,Hall School,5,41,41,0,0,20,0,21,0,0,,0,0,0,0,10,10,0,0,12,9,0,0,0,0,22,19,,41,7,*
11,15,Bridgeport School District,11,Hall School,6,31,31,0,*,13,0,17,0,0,,0,0,*,0,12,*,0,0,11,6,0,0,0,0,24,7,,31,6,0
11,15,Bridgeport School District,12,Hallen School,-3,18,17,0,0,9,*,8,0,0,,0,0,0,0,6,*,*,0,*,6,0,0,0,0,9,9,,18,0,0
11,15,Bridgeport School District,12,Hallen School,0,49,44,0,0,27,*,17,0,0,,0,0,0,0,10,17,*,*,10,7,0,0,0,0,24,25,,49,7,0
11,15,Bridgeport School District,12,Hallen School,1,63,55,0,0,32,8,23,0,0,,0,0,0,0,17,15,*,6,14,9,0,0,0,0,33,30,,63,*,*
11,15,Bridgeport School District,12,Hallen School,2,43,38,0,0,22,*,15,0,*,,0,0,0,0,15,7,*,*,9,6,0,0,0,*,28,15,,43,*,*
11,15,Bridgeport School District,12,Hallen School,3,47,44,0,0,28,*,16,0,0,,0,0,0,0,15,13,*,*,8,8,0,0,0,0,24,23,,47,*,0
11,15,Bridgeport School District,12,Hallen School,4,44,42,0,0,30,*,12,0,0,,0,0,0,0,17,13,*,*,7,*,0,0,0,0,25,19,,44,*,0
11,15,Bridgeport School District,12,Hallen School,5,38,38,0,0,26,0,12,0,0,,0,0,0,0,11,15,0,0,6,6,0,0,0,0,17,21,,38,*,0
11,15,Bridgeport School District,12,Hallen School,6,34,33,0,0,21,*,12,0,0,,0,0,0,0,9,12,0,*,6,6,0,0,0,0,15,19,,34,*,*
11,15,Bridgeport School District,13,Hooker School,0,43,41,0,*,14,*,24,0,0,,0,0,0,*,9,*,0,*,10,14,0,0,0,0,19,24,,43,*,*
11,15,Bridgeport School District,13,Hooker School,1,38,34,0,0,16,*,17,0,*,,0,0,0,0,13,*,*,*,7,10,0,0,*,0,22,16,,38,*,0
11,15,Bridgeport School District,13,Hooker School,2,39,33,0,*,16,6,15,0,0,,0,0,*,0,9,7,*,*,8,7,0,0,0,0,23,16,,39,*,0
11,15,Bridgeport School District,13,Hooker School,3,38,32,*,*,13,6,17,0,0,,0,*,0,*,6,7,*,*,12,*,0,0,0,0,23,15,,38,*,0
11,15,Bridgeport School District,13,Hooker School,4,42,39,0,0,20,*,19,0,0,,0,0,0,0,8,12,*,*,13,6,0,0,0,0,23,19,,42,*,*
11,15,Bridgeport School District,13,Hooker School,5,39,35,0,0,14,*,21,0,0,,0,0,0,0,7,7,*,*,12,9,0,0,0,0,21,18,,39,8,*
11,15,Bridgeport School District,13,Hooker School,6,36,31,0,0,12,*,19,0,0,,0,0,0,0,8,*,*,*,8,11,0,0,0,0,19,17,,36,*,*
11,15,Bridgeport School District,13,Hooker School,7,56,46,*,*,21,10,23,0,0,,*,0,0,*,10,11,*,*,13,10,0,0,0,0,29,27,,56,10,0
11,15,Bridgeport School District,13,Hooker School,8,50,41,0,0,20,9,21,0,0,,0,0,0,0,12,8,*,*,12,9,0,0,0,0,28,22,,50,12,0
11,15,Bridgeport School District,14,Cesar Batalla School,-3,45,44,*,*,*,*,36,*,0,,*,0,*,0,0,*,*,0,22,14,0,*,0,0,25,20,,45,*,0
11,15,Bridgeport School District,14,Cesar Batalla School,0,117,113,0,6,20,*,87,0,0,,0,0,*,*,10,10,*,*,53,34,0,0,0,0,66,51,,117,13,52
11,15,Bridgeport School District,14,Cesar Batalla School,1,116,110,0,*,21,6,87,0,0,,0,0,*,0,16,*,*,*,52,35,0,0,0,0,73,43,,116,13,55
11,15,Bridgeport School District,14,Cesar Batalla School,2,128,118,0,*,26,10,89,0,0,,0,0,*,*,13,13,*,6,48,41,0,0,0,0,67,61,,128,7,44
11,15,Bridgeport School District,14,Cesar Batalla School,3,118,116,0,6,26,*,84,0,0,,0,0,*,*,19,7,*,*,38,46,0,0,0,0,63,55,,118,11,46
11,15,Bridgeport School District,14,Cesar Batalla School,4,114,111,0,*,24,*,82,0,0,,0,0,*,*,11,13,*,0,45,37,0,0,0,0,62,52,,114,12,36
11,15,Bridgeport School District,14,Cesar Batalla School,5,124,114,*,*,25,10,82,0,*,,0,*,*,*,16,9,*,*,43,39,0,0,*,0,67,57,,124,20,44
11,15,Bridgeport School District,14,Cesar Batalla School,6,119,109,0,*,24,10,80,0,0,,0,0,*,*,11,13,7,*,43,37,0,0,0,0,63,56,,119,10,53
11,15,Bridgeport School District,14,Cesar Batalla School,7,126,121,0,7,24,*,90,0,0,,0,0,*,*,13,11,*,*,45,45,0,0,0,0,65,61,,126,17,55
11,15,Bridgeport School District,14,Cesar Batalla School,8,109,106,*,*,29,*,73,0,0,,0,*,*,*,10,19,*,*,26,47,0,0,0,0,40,69,,109,18,35
11,15,Bridgeport School District,17,Park City Magnet School,-3,31,27,0,*,14,*,11,0,0,,0,0,*,0,10,*,*,*,*,8,0,0,0,0,17,14,,31,*,0
11,15,Bridgeport School District,17,Park City Magnet School,0,57,50,0,10,16,7,24,0,0,,0,0,*,6,7,9,*,*,9,15,0,0,0,0,24,33,,57,12,7
11,15,Bridgeport School District,17,Park City Magnet School,1,53,49,0,*,29,*,17,0,0,,0,0,*,*,9,20,*,*,8,9,0,0,0,0,20,33,,53,9,0
11,15,Bridgeport School District,17,Park City Magnet School,2,60,52,0,*,23,8,24,0,0,,0,0,*,*,8,15,*,*,9,15,0,0,0,0,25,35,,60,11,0
11,15,Bridgeport School District,17,Park City Magnet School,3,59,52,0,*,32,7,18,0,0,,0,0,*,*,16,16,*,*,8,10,0,0,0,0,30,29,,59,8,0
11,15,Bridgeport School District,17,Park City Magnet School,4,59,50,0,*,36,9,12,0,0,,0,0,0,*,14,22,*,*,7,*,0,0,0,0,25,34,,59,7,0
11,15,Bridgeport School District,17,Park City Magnet School,5,59,54,0,7,25,*,22,0,0,,0,0,*,*,12,13,0,*,13,9,0,0,0,0,27,32,,59,6,*
11,15,Bridgeport School District,17,Park City Magnet School,6,48,45,0,*,26,*,15,0,0,,0,0,*,*,9,17,*,*,*,11,0,0,0,0,17,31,,48,*,0
11,15,Bridgeport School District,17,Park City Magnet School,7,48,43,0,7,21,*,15,0,0,,0,0,*,*,9,12,*,*,8,7,0,0,0,0,23,25,,48,0,0
11,15,Bridgeport School District,17,Park City Magnet School,8,52,41,*,*,18,11,18,0,0,,*,0,*,*,9,9,9,*,8,10,0,0,0,0,28,24,,52,0,0
11,15,Bridgeport School District,20,Madison School,0,74,56,0,*,17,18,37,0,0,,0,0,0,*,10,7,10,8,22,15,0,0,0,0,42,32,,74,7,19
11,15,Bridgeport School District,20,Madison School,1,76,67,0,*,23,9,40,0,*,,0,0,*,*,12,11,7,*,24,16,0,0,0,*,44,32,,76,11,12
11,15,Bridgeport School District,20,Madison School,2,77,58,0,*,20,19,35,0,*,,0,0,*,0,8,12,10,9,19,16,0,0,0,*,39,38,,77,11,14
11,15,Bridgeport School District,20,Madison School,3,77,65,0,*,20,12,44,0,0,,0,0,*,0,11,9,7,*,23,21,0,0,0,0,42,35,,77,10,11
11,15,Bridgeport School District,20,Madison School,4,67,59,0,*,29,8,28,0,*,,0,0,*,0,15,14,*,6,15,13,0,0,0,*,33,34,,67,6,7
11,15,Bridgeport School District,20,Madison School,5,82,70,*,*,26,12,40,0,0,,0,*,*,*,16,10,7,*,28,12,0,0,0,0,53,29,,82,10,12
11,15,Bridgeport School District,20,Madison School,6,53,43,0,0,11,10,32,0,0,,0,0,0,0,6,*,*,9,17,15,0,0,0,0,24,29,,53,10,8
11,15,Bridgeport School District,21,Classical Studies Academy,0,45,43,0,*,30,*,12,0,0,,0,0,*,0,15,15,*,0,*,8,0,0,0,0,22,23,,45,*,*
11,15,Bridgeport School District,21,Classical Studies Academy,1,42,40,*,0,25,*,13,*,0,,*,0,0,0,15,10,*,*,8,*,*,0,0,0,26,16,,42,*,*
11,15,Bridgeport School District,21,Classical Studies Academy,2,46,46,0,0,32,0,14,0,0,,0,0,0,0,16,16,0,0,6,8,0,0,0,0,22,24,,46,*,*
11,15,Bridgeport School District,21,Classical Studies Academy,3,49,47,*,*,28,*,16,0,0,,*,0,0,*,13,15,*,*,*,12,0,0,0,0,19,30,,49,*,*
11,15,Bridgeport School District,21,Classical Studies Academy,4,49,47,0,*,28,*,16,0,0,,0,0,*,*,10,18,0,*,11,*,0,0,0,0,23,26,,49,*,*
11,15,Bridgeport School District,21,Classical Studies Academy,5,45,42,0,*,29,*,12,0,0,,0,0,*,0,14,15,*,*,*,9,0,0,0,0,19,26,,45,*,*
11,15,Bridgeport School District,21,Classical Studies Academy,6,34,32,0,*,22,*,8,0,0,,0,0,*,*,12,10,*,*,*,*,0,0,0,0,18,16,,34,*,*
11,15,Bridgeport School District,22,Jettie S. Tisdale School,-3,46,44,0,*,17,*,26,0,0,,0,0,*,0,8,9,*,0,14,12,0,0,0,0,25,21,,46,11,0
11,15,Bridgeport School District,22,Jettie S. Tisdale School,0,58,57,0,0,31,*,26,0,0,,0,0,0,0,14,17,*,0,10,16,0,0,0,0,25,33,,58,8,*
11,15,Bridgeport School District,22,Jettie S. Tisdale School,1,75,74,0,0,49,*,25,0,0,,0,0,0,0,23,26,*,0,14,11,0,0,0,0,38,37,,75,8,0
11,15,Bridgeport School District,22,Jettie S. Tisdale School,2,58,57,0,*,34,*,21,0,0,,0,0,0,*,18,16,*,0,13,8,0,0,0,0,32,26,,58,13,0
11,15,Bridgeport School District,22,Jettie S. Tisdale School,3,81,79,0,*,39,*,39,0,0,,0,0,0,*,17,22,0,*,29,10,0,0,0,0,46,35,,81,25,*
11,15,Bridgeport School District,22,Jettie S. Tisdale School,4,73,71,0,*,38,*,31,0,0,,0,0,0,*,14,24,*,0,17,14,0,0,0,0,33,40,,73,19,*
11,15,Bridgeport School District,22,Jettie S. Tisdale School,5,51,49,0,*,29,*,19,0,0,,0,0,*,0,18,11,*,*,9,10,0,0,0,0,29,22,,51,12,*
11,15,Bridgeport School District,22,Jettie S. Tisdale School,6,50,48,0,*,31,*,16,0,0,,0,0,0,*,15,16,*,*,6,10,0,0,0,0,22,28,,50,10,*
11,15,Bridgeport School District,22,Jettie S. Tisdale School,7,68,68,0,*,45,0,22,0,0,,0,0,0,*,22,23,0,0,12,10,0,0,0,0,34,34,,68,11,*
11,15,Bridgeport School District,22,Jettie S. Tisdale School,8,70,69,0,*,37,*,29,0,0,,0,0,*,0,21,16,0,*,12,17,0,0,0,0,36,34,,70,16,6
11,15,Bridgeport School District,25,Read School,-3,33,28,0,0,*,*,23,0,0,,0,0,0,0,*,*,*,*,11,12,0,0,0,0,17,16,,33,*,0
11,15,Bridgeport School District,25,Read School,0,105,93,*,*,25,12,63,0,*,,*,*,0,*,14,11,8,*,35,28,0,0,0,*,59,46,,105,11,33
11,15,Bridgeport School District,25,Read School,1,99,88,0,*,50,11,37,0,0,,0,0,*,0,24,26,*,6,15,22,0,0,0,0,45,54,,99,*,*
11,15,Bridgeport School District,25,Read School,2,75,66,0,*,33,9,30,0,0,,0,0,*,*,19,14,*,*,20,10,0,0,0,0,45,30,,75,*,9
11,15,Bridgeport School District,25,Read School,3,92,85,0,*,28,7,55,0,0,,0,0,*,*,16,12,*,*,31,24,0,0,0,0,53,39,,92,14,*
